1592231254,58,113,119
1592231259,58,113,119
1592231264,57,112,120
1592231269,56,112,120
1592231274,56,112,120
1592231279,57,113,120
1592231284,57,113,120
1592231289,57,113,120
1592231294,57,113,120
1592231299,57,113,120
1592231304,57,113,120
1592231309,57,113,120
1592231314,57,114,120
1592231319,57,114,120
1592231324,57,114,120
1592231329,57,114,120
1592231334,57,114,120
1592231339,57,113,121
1592231344,57,113,121
1592231349,57,113,121
1592231354,57,114,120
1592231359,57,114,120
1592231364,57,114,120
1592231369,57,114,120
1592231374,56,114,120
1592231379,56,114,120
1592231384,56,114,120
1592231389,56,114,120
1592231394,56,114,120
1592231399,56,115,119
1592231404,55,114,120
1592231409,56,115,120
1592231414,56,115,120
1592231419,56,115,120
1592231424,56,115,120
1592231429,56,115,120
1592231434,57,114,121
1592231439,57,114,121
1592231444,57,115,120
1592231449,57,115,120
1592231454,57,115,120
1592231459,57,115,120
1592231464,57,115,120
1592231469,57,115,120
1592231474,57,115,120
1592231479,57,115,120
1592231484,57,114,121
1592231489,57,114,121
1592231494,57,114,121
1592231499,57,114,121
1592231504,58,114,121
1592231509,60,115,121
1592231514,60,115,121
1592231519,60,115,121
1592231524,60,116,120
1592231529,60,116,120
1592231534,60,116,120
1592231539,60,116,120
1592231544,60,116,120
1592231549,60,116,120
1592231554,59,116,120
1592231559,59,115,121
1592231564,59,115,121
1592231569,59,115,121
1592231574,59,115,121
1592231579,59,115,121
1592231584,59,115,121
1592231589,59,115,121
1592231594,59,115,121
1592231599,59,115,121
1592231604,59,116,121
1592231609,59,116,121
1592231614,59,116,121
1592231619,59,116,121
1592231624,59,116,121
1592231629,59,116,121
1592231634,58,115,122
1592231639,58,115,122
1592231644,58,114,123
1592231649,57,113,124
1592231654,57,113,124
1592231659,57,114,123
1592231664,57,114,123
1592231669,58,114,123
1592231674,59,116,122
1592231679,59,116,122
1592231684,59,116,122
1592231689,59,117,121
1592231694,59,116,122
1592231699,59,116,122
1592231704,59,117,121
1592231709,59,117,121
1592231714,59,117,121
1592231719,59,117,121
1592231724,59,117,121
1592231729,59,117,121
1592231734,59,117,121
1592231739,59,118,120
1592231744,59,118,120
1592231749,59,118,120
1592231754,59,119,119
1592231759,59,119,119
1592231764,59,119,119
1592231769,59,119,119
1592231774,59,119,119
1592231779,59,119,119
1592231784,59,119,119
1592231789,59,119,119
1592231794,59,119,119
1592231799,58,119,119
1592231804,58,118,120
1592231809,58,117,121
1592231814,58,117,121
1592231819,59,117,121
1592231824,59,117,121
1592231829,59,117,121
1592231834,59,117,121
1592231839,59,117,121
1592231844,59,117,121
1592231849,59,118,121
1592231854,59,118,121
1592231859,59,118,121
1592231864,58,117,122
1592231869,58,117,122
1592231874,58,117,122
1592231879,59,118,121
1592231884,59,118,121
1592231889,60,119,120
1592231894,60,119,120
1592231899,60,119,120
1592231904,60,119,120
1592231909,60,120,119
1592231914,60,120,119
1592231919,60,120,119
1592231924,60,119,120
1592231929,60,119,120
1592231934,60,119,120
1592231939,60,118,121
1592231944,60,118,121
1592231949,60,118,121
1592231954,60,118,121
1592231959,60,119,121
1592231964,60,118,122
1592231969,60,118,122
1592231974,60,118,122
1592231979,60,118,122
1592231984,60,118,122
1592231989,60,118,122
1592231994,60,118,122
1592231999,60,118,122
1592232004,60,119,121
1592232009,60,119,121
1592232014,60,119,121
1592232019,60,119,121
1592232024,61,120,120
1592232029,61,120,120
1592232034,61,121,119
1592232039,60,120,120
1592232044,60,120,120
1592232049,60,120,120
1592232054,61,121,120
1592232059,60,120,121
1592232064,60,120,121
1592232069,60,120,121
1592232074,60,121,120
1592232079,60,121,120
1592232108,60,122,119
1592232114,60,122,119
1592232119,60,122,119
1592232124,60,122,119
1592232129,60,122,119
1592232134,60,122,119
1592232140,60,122,119
1592232145,60,122,119
1592232150,60,122,119
1592232155,61,123,119
1592232160,61,123,119
1592232165,61,123,119
1592232170,61,123,119
1592232175,61,123,119
1592232180,61,123,119
1592232185,61,123,119
1592232191,61,123,119
1592232196,61,122,120
1592232201,61,123,119
1592232206,61,123,119
1592232211,62,123,119
1592232216,62,123,119
1592232221,62,123,119
1592232226,62,122,120
1592232231,63,122,120
1592232236,63,122,120
1592232242,63,122,120
1592232247,63,122,120
1592232252,63,122,120
1592232257,63,122,120
1592232262,62,122,120
1592232267,62,122,120
1592232272,62,122,120
1592232277,62,121,121
1592232282,62,120,122
1592232288,62,120,122
1592232293,62,120,122
1592232298,62,120,122
1592232303,62,120,122
1592232308,62,120,122
1592232313,62,120,122
1592232318,62,120,122
1592232323,62,120,122
1592232328,62,119,123
1592232333,61,119,123
1592232339,61,120,122
1592232344,61,120,122
1592232349,61,120,122
1592232354,61,120,122
1592232359,61,120,122
1592232364,61,120,122
1592232369,61,120,122
1592232374,61,120,122
1592232379,61,120,122
1592232384,61,120,122
1592232389,61,121,121
1592232395,61,121,121
1592232400,61,121,121
1592232405,61,121,121
1592232410,61,121,121
1592232415,61,121,121
1592232420,61,121,121
1592232425,61,121,121
1592232430,61,121,121
1592232435,61,120,122
1592232441,61,120,122
1592232464,61,119,123
1592232469,61,119,123
1592232474,61,119,123
1592232479,61,119,123
1592232484,61,119,123
1592232489,61,119,123
1592232495,61,120,122
1592232500,61,120,122
1592232505,61,120,122
1592232510,61,119,123
1592232515,61,119,123
1592232520,61,119,123
1592232525,60,118,124
1592232530,60,117,125
1592232535,60,117,125
1592232540,60,117,125
1592232545,59,116,126
1592232551,58,115,127
1592232556,58,115,127
1592232561,58,115,127
1592232566,58,115,127
1592232571,58,115,127
1592232576,58,115,127
1592232581,58,115,127
1592232587,58,115,127
1592232592,58,115,127
1592232597,58,115,127
1592232602,58,115,127
1592232607,59,115,127
1592232612,59,115,127
1592232617,59,115,127
1592232622,59,116,127
1592232627,59,116,127
1592232633,59,116,127
1592232638,60,117,126
1592232643,60,117,126
1592232648,60,117,126
1592232653,60,117,126
1592232658,60,117,126
1592232663,60,117,126
1592232668,60,117,126
1592232673,60,116,127
1592232678,60,117,126
1592232683,60,117,126
1592232689,60,117,126
1592232694,60,117,126
1592232699,60,117,126
1592232704,60,117,126
1592232709,60,118,125
1592232714,60,118,125
1592232719,58,118,125
1592232724,58,118,125
1592232729,58,118,125
1592232734,58,118,125
1592232739,58,118,125
1592232745,59,119,124
1592232750,59,119,124
1592232755,59,119,124
1592232760,59,119,124
1592232765,59,119,124
1592232770,59,119,124
1592232775,59,119,124
1592232780,59,119,124
1592232785,59,119,124
1592232790,59,119,124
1592232796,59,119,124
1592232801,59,119,124
1592232806,59,119,124
1592232811,59,119,124
1592232816,58,118,125
1592232821,58,118,125
1592232826,58,117,126
1592232831,58,117,126
1592232836,58,117,126
1592232841,58,117,126
1592232847,58,117,126
1592232852,59,118,125
1592232857,59,118,125
1592232862,59,118,125
1592232867,59,118,125
1592232872,59,118,125
1592232877,59,118,125
1592232882,59,118,125
1592232887,59,118,125
1592232892,59,118,125
1592232897,59,118,125
1592232903,58,118,125
1592232908,58,118,125
1592232913,59,119,124
1592232918,59,119,124
1592232923,58,118,125
1592232928,58,118,125
1592232933,58,117,126
1592232938,58,117,126
1592232943,58,117,126
1592232949,58,117,126
1592232954,58,117,126
1592232959,58,117,126
1592232964,58,119,124
1592232969,59,120,123
1592232974,59,119,124
1592232979,59,119,124
1592232984,59,120,123
1592232989,59,120,123
1592232994,60,120,123
1592232999,60,120,123
1592233005,60,120,123
1592233010,60,119,124
1592233015,60,119,124
1592233020,61,120,123
1592233025,61,120,123
1592233030,61,120,123
1592233035,60,120,123
1592233040,60,120,123
1592233045,60,120,123
1592233050,60,121,122
1592233056,60,121,122
1592233061,60,120,123
1592233066,60,120,123
1592233071,60,120,123
1592233076,60,120,123
1592233081,60,120,123
1592233086,59,119,124
1592233091,59,120,123
1592233097,58,120,123
1592233102,58,120,123
1592233107,58,120,123
1592233112,58,120,123
1592233117,58,120,123
1592233122,58,120,123
1592233127,58,120,123
1592233132,58,120,123
1592233138,58,120,123
1592233143,58,120,123
1592233148,58,120,123
1592233153,58,120,123
1592233158,58,120,123
1592233163,58,120,123
1592233168,59,120,123
1592233173,59,120,123
1592233178,59,120,123
1592233183,59,120,123
1592233188,60,120,123
1592233194,61,121,122
1592233199,61,121,122
1592233204,61,121,122
1592233209,62,120,123
1592233214,63,121,122
1592233219,63,121,122
1592233224,62,120,123
1592233229,62,120,123
1592233234,62,120,123
1592233240,62,121,122
1592233245,62,121,122
1592233250,62,121,122
1592233255,62,121,122
1592233260,62,121,122
1592233265,63,121,122
1592233270,63,121,122
1592233275,63,121,122
1592233281,62,120,123
1592233286,62,120,123
1592233291,61,119,124
1592233296,61,119,124
1592233301,61,119,124
1592233306,61,119,124
1592233311,61,119,124
1592233317,61,118,125
1592233322,61,117,126
1592233327,61,117,126
1592233332,61,117,126
1592233337,61,117,126
1592233342,61,117,126
1592233347,61,117,126
1592233352,61,117,126
1592233358,61,117,126
1592233363,61,117,126
1592233368,61,117,126
1592233373,61,117,126
1592233378,61,117,126
1592233383,61,117,126
1592233388,61,117,126
1592233393,61,117,126
1592233398,61,117,126
1592233404,61,117,126
1592233409,61,118,125
1592233414,61,118,125
1592233419,61,117,126
1592233424,61,117,126
1592233429,61,117,126
1592233434,62,117,126
1592233439,62,117,126
1592233444,62,117,126
1592233450,62,117,126
1592233455,62,119,124
1592233460,62,119,124
1592233465,62,119,124
1592233470,62,119,124
1592233475,61,118,125
1592233480,61,118,125
1592233485,61,117,126
1592233490,61,117,126
1592233495,61,117,126
1592233501,61,117,126
1592233506,62,118,125
1592233511,62,118,125
1592233516,62,118,125
1592233521,62,118,125
1592233526,62,117,126
1592233531,63,118,125
1592233536,63,118,125
1592233541,63,118,125
1592233546,63,118,125
1592233552,63,118,125
1592233557,64,119,124
1592233562,64,119,124
1592233567,64,119,124
1592233572,64,118,125
1592233577,64,118,125
1592233582,64,117,126
1592233587,64,117,126
1592233592,64,117,126
1592233598,64,117,126
1592233603,64,117,126
1592233669,64,117,126
1592233674,64,117,126
1592233679,64,117,126
1592233684,64,117,126
1592233690,64,117,126
1592233695,64,117,126
1592233700,64,117,126
1592233705,64,117,126
1592233710,64,117,126
1592233715,64,117,126
1592233720,64,117,126
1592233725,64,117,126
1592233730,64,117,126
1592233736,64,117,126
1592233741,64,117,126
1592233746,64,117,126
1592233751,64,116,127
1592233756,64,116,127
1592233761,63,115,128
1592233766,63,115,128
1592233771,63,115,128
1592233777,63,115,128
1592233782,62,114,129
1592233787,62,114,129
1592233792,62,114,129
1592233801,62,114,129
1592233806,63,115,128
1592233811,63,115,128
1592233816,63,115,128
1592233821,63,115,128
1592233826,63,115,128
1592233831,63,114,129
1592233836,63,114,129
1592233841,63,114,129
1592233847,63,114,129
1592233852,63,114,129
1592233857,61,113,129
1592233862,61,113,129
1592233867,61,113,129
1592233872,61,113,129
1592233877,61,114,128
1592233882,61,114,128
1592233887,61,114,128
1592233892,61,114,128
1592233898,61,114,128
1592233903,61,115,127
1592233908,61,115,127
1592233913,61,116,126
1592233918,61,116,126
1592233923,60,115,127
1592233928,61,115,127
1592233933,61,116,126
1592233938,61,116,126
1592233944,61,116,126
1592233949,61,116,126
1592233954,61,116,126
1592233959,60,116,126
1592233964,60,116,126
1592233969,60,116,126
1592233974,60,116,126
1592233979,60,117,125
1592233984,60,117,125
1592233990,60,117,125
1592233995,60,117,125
1592234000,60,117,125
1592234005,60,117,125
1592234010,60,116,126
1592234015,60,116,126
1592234020,59,116,126
1592234025,59,116,126
1592234030,59,116,126
1592234036,59,116,126
1592234041,59,116,126
1592234046,59,116,126
1592234051,59,116,126
1592234056,59,116,126
1592234061,59,116,126
1592234066,59,116,126
1592234072,59,116,126
1592234077,60,117,125
1592234082,61,118,124
1592234087,61,119,123
1592234092,61,119,123
1592234097,61,119,123
1592234102,61,120,123
1592234107,62,120,123
1592234113,62,120,123
1592234118,62,120,123
1592234123,62,120,123
1592234128,62,120,123
1592234133,62,120,123
1592234138,62,120,123
1592234143,62,120,123
1592234148,62,120,123
1592234153,62,120,123
1592234158,63,121,122
1592234163,63,121,122
1592234169,63,121,122
1592234174,63,121,122
1592234179,63,121,122
1592234184,63,121,122
1592234189,63,121,122
1592234194,63,121,122
1592234199,63,121,122
1592234204,63,121,122
1592234209,63,122,121
1592234215,63,122,121
1592234220,63,122,121
1592234225,62,122,121
1592234230,62,122,121
1592234235,62,122,121
1592234240,61,121,122
1592234245,62,122,121
1592234250,62,122,121
1592234255,62,122,121
1592234260,62,122,121
1592234266,62,122,121
1592234271,62,122,121
1592234276,62,122,121
1592234281,62,122,121
1592234286,62,122,121
1592234291,62,121,122
1592234296,62,121,122
1592234301,62,121,122
1592234306,62,121,122
1592234311,62,121,122
1592234316,62,121,122
1592234322,62,121,122
1592234327,62,121,122
1592234332,62,120,123
1592234337,62,120,123
1592234342,62,120,123
1592234347,62,120,123
1592234352,62,120,123
1592234357,61,120,123
1592234363,61,120,123
1592234368,61,120,123
1592234373,61,120,123
1592234378,62,121,122
1592234383,62,121,122
1592234388,62,121,122
1592234393,62,121,122
1592234398,62,122,121
1592234403,62,122,121
1592234409,62,122,121
1592234414,62,122,121
1592234419,62,122,121
1592234424,62,122,121
1592234429,62,123,120
1592234434,63,124,119
1592234439,62,123,120
1592234444,61,123,120
1592234449,61,123,120
1592234454,61,123,120
1592234460,61,123,120
1592234465,61,123,120
1592234470,61,123,120
1592234475,61,123,120
1592234480,61,123,120
1592234485,60,123,120
1592234490,60,123,120
1592234495,60,124,119
1592234500,60,124,119
1592234505,60,124,119
1592234511,60,124,119
1592234516,60,124,119
1592234521,60,123,120
1592234526,60,123,120
1592234531,60,123,120
1592234536,60,123,120
1592234541,60,123,120
1592234546,60,123,120
1592234551,60,123,120
1592234556,60,123,120
1592234562,60,123,120
1592234567,60,123,120
1592234572,59,122,121
1592234577,59,122,121
1592234582,59,122,121
1592234587,59,122,121
1592234592,59,123,120
1592234597,59,123,120
1592234602,59,123,120
1592234608,59,123,120
1592234613,60,123,120
1592234618,60,123,120
1592234623,61,123,120
1592234628,61,123,120
1592234633,61,123,120
1592234638,61,123,120
1592234643,61,123,120
1592234648,61,123,120
1592234653,61,122,121
1592234659,61,122,121
1592234664,61,122,121
1592234669,61,122,121
1592234674,61,122,121
1592234679,61,122,121
1592234684,61,122,121
1592234689,61,122,121
1592234694,61,122,121
1592234699,60,121,122
1592234704,61,121,122
1592234710,60,120,123
1592234715,60,120,123
1592234720,60,120,123
1592234725,60,120,123
1592234730,60,120,123
1592234735,60,120,123
1592234740,60,120,123
1592234745,60,120,123
1592234750,60,120,123
1592234756,60,121,122
1592234761,60,121,122
1592234766,60,121,122
1592234771,61,122,121
1592234776,61,122,121
1592234781,61,122,121
1592234786,61,123,120
1592234791,61,123,120
1592234797,61,123,120
1592234802,61,123,120
1592234807,61,123,120
1592234812,61,123,120
1592234817,61,123,120
1592234822,61,123,120
1592234827,61,123,120
1592234832,61,123,120
1592234837,61,123,120
1592234842,61,123,120
1592234848,61,123,120
1592234853,61,123,120
1592234858,61,123,120
1592234863,61,123,120
1592234868,61,123,120
1592234873,61,124,119
1592234878,61,123,120
1592234883,61,124,119
1592234888,60,123,120
1592234893,60,123,120
1592234899,60,123,120
1592234904,60,122,121
1592234909,60,122,121
1592234914,61,122,121
1592234919,61,122,121
1592234924,61,122,121
1592234929,61,122,121
1592234934,61,122,121
1592234939,61,122,121
1592234945,61,122,121
1592234950,61,121,122
1592234955,61,121,122
1592234960,61,121,122
1592234965,61,121,122
1592234970,61,121,122
1592234975,61,122,121
1592234980,61,122,121
1592234985,61,122,121
1592234990,61,123,120
1592234996,61,123,120
1592235001,61,122,121
1592235006,61,122,121
1592235011,61,122,121
1592235016,61,122,121
1592235021,61,122,121
1592235026,61,122,121
1592235031,61,121,122
1592235036,61,121,122
1592235041,62,122,121
1592235047,62,123,120
1592235052,62,123,120
1592235057,62,123,120
1592235062,62,123,120
1592235067,62,123,120
1592235072,62,123,120
1592235077,61,122,121
1592235082,61,122,121
1592235087,62,123,120
1592235092,62,123,120
1592235097,62,123,120
1592235103,62,123,120
1592235108,61,121,122
1592235113,61,121,122
1592235118,60,120,123
1592235123,61,121,122
1592235128,61,121,122
1592235133,61,121,122
1592235138,60,121,122
1592235143,60,121,122
1592235148,60,121,122
1592235153,60,121,122
1592235159,60,121,122
1592235164,60,121,122
1592235169,60,121,122
1592235174,60,121,122
1592235179,60,121,122
1592235184,60,121,122
1592235189,60,121,122
1592235194,60,122,121
1592235199,60,122,121
1592235204,59,121,122
1592235210,59,121,122
1592235215,59,121,122
1592235220,59,121,122
1592235225,59,121,122
1592235230,59,121,122
1592235235,59,121,122
1592235240,59,122,121
1592235245,59,122,121
1592235250,59,122,121
1592235255,60,123,120
1592235261,60,123,120
1592235266,60,122,121
1592235271,60,122,121
1592235276,60,122,121
1592235281,60,122,121
1592235286,60,123,120
1592235291,60,123,120
1592235296,60,123,120
1592235301,60,123,120
1592235307,60,123,120
1592235312,60,123,120
1592235317,60,123,120
1592235322,60,123,120
1592235327,60,123,120
1592235332,60,123,120
1592235337,60,123,120
1592235342,60,123,120
1592235347,60,123,120
1592235353,61,123,120
1592235358,61,123,120
1592235363,61,123,120
1592235368,61,123,120
1592235373,61,123,120
1592235378,61,123,120
1592235383,61,123,120
1592235388,60,123,120
1592235394,60,123,120
1592235399,60,123,120
1592235404,60,123,120
1592235409,61,123,120
1592235414,61,123,120
1592235419,61,123,120
1592235424,60,123,120
1592235429,60,123,120
1592235435,60,123,120
1592235440,60,123,120
1592235445,60,123,120
1592235450,59,123,120
1592235455,59,123,120
1592235460,59,123,120
1592235465,59,123,120
1592235471,59,123,120
1592235476,59,123,120
1592235481,59,123,120
1592235486,59,122,121
1592235491,59,122,121
1592235496,59,122,121
1592235501,59,122,121
1592235506,59,122,121
1592235512,59,122,121
1592235517,59,122,121
1592235522,59,122,121
1592235527,59,122,121
1592235532,60,122,121
1592235537,59,121,122
1592235542,59,121,122
1592235547,59,121,122
1592235553,59,121,122
1592235558,59,121,122
1592235563,59,121,122
1592235568,60,121,122
1592235573,60,121,122
1592235578,60,121,122
1592235584,60,121,122
1592235589,60,121,122
1592235594,60,121,122
1592235599,61,122,121
1592235604,61,122,121
1592235609,61,123,120
1592235614,60,122,121
1592235620,60,122,121
1592235625,60,122,121
1592235630,60,122,121
1592235635,59,121,122
1592235640,59,121,122
1592235645,61,123,120
1592235650,61,122,121
1592235656,61,122,121
1592235661,61,122,121
1592235666,61,122,121
1592235671,61,122,121
1592235676,61,122,121
1592235681,62,123,120
1592235686,62,123,120
1592235692,62,124,119
1592235697,62,124,119
1592235702,62,124,119
1592235707,62,124,119
1592235712,62,124,119
1592235717,62,124,119
1592235722,62,125,118
1592235727,62,126,117
1592235733,62,126,117
1592235738,62,126,117
1592235743,62,126,117
1592235748,62,126,117
1592235753,62,126,117
1592235758,62,126,117
1592235763,61,126,117
1592235769,61,126,117
1592235774,61,126,117
1592235779,61,126,117
1592235784,61,126,117
1592235789,61,126,117
1592235794,61,126,117
1592235799,61,127,117
1592235804,61,127,117
1592235809,61,127,117
1592235814,61,127,117
1592235820,61,127,117
1592235825,61,127,117
1592235830,61,127,117
1592235835,61,127,117
1592235840,61,127,117
1592235845,62,128,116
1592235850,62,128,116
1592235855,62,128,116
1592235860,63,129,116
1592235866,63,129,116
1592235871,63,130,115
1592235876,63,129,116
1592235881,63,129,116
1592235886,63,129,116
1592235891,63,128,117
1592235896,63,128,117
1592235901,63,129,116
1592235907,63,129,116
1592235912,64,130,115
1592235917,64,130,115
1592235922,64,130,115
1592235927,64,130,115
1592235932,64,130,115
1592235937,64,130,115
1592235942,65,131,115
1592235947,65,131,115
1592235952,65,131,115
1592235957,65,131,115
1592235963,65,131,115
1592235968,65,130,115
1592235973,65,130,115
1592235978,65,130,115
1592235983,65,130,115
1592235988,65,130,115
1592235993,66,131,114
1592235998,66,131,114
1592236003,66,131,114
1592236009,66,131,114
1592236014,66,131,114
1592236019,66,131,114
1592236024,66,131,114
1592236029,66,131,114
1592236034,66,131,114
1592236039,66,130,115
1592236044,66,130,115
1592236049,67,130,115
1592236054,67,130,115
1592236060,67,130,115
1592236065,67,130,115
1592236070,67,130,115
1592236075,65,129,117
1592236080,64,129,117
